date,open,high,low,close,volume,adjclose
1562074200,20.790000915527344,22.450000762939453,20.200000762939453,22.3700008392334,42111300,22.3700008392334
1561987800,19.770000457763672,19.860000610351562,19.170000076293945,19.239999771118164,4669400,19.239999771118164
1561728600,18.799999237060547,19.43000030517578,18.729999542236328,19.389999389648438,4413700,19.389999389648438
1561642200,18.280000686645508,18.75,18.18000030517578,18.719999313354492,3267300,18.719999313354492
1561555800,18.43000030517578,18.450000762939453,17.850000381469727,18.290000915527344,4014100,18.290000915527344
1561469400,18.440000534057617,18.780000686645508,18.079999923706055,18.170000076293945,4168800,18.170000076293945
1561383000,19.170000076293945,19.170000076293945,18.200000762939453,18.420000076293945,5688700,18.420000076293945
1561123800,19.280000686645508,19.579999923706055,18.93000030517578,19.010000228881836,3992500,19.010000228881836
1561037400,19.520000457763672,19.950000762939453,19.299999237060547,19.399999618530273,4578200,19.399999618530273
1560951000,19.399999618530273,19.68000030517578,19.260000228881836,19.420000076293945,3722400,19.420000076293945
1560864600,18.979999542236328,19.420000076293945,18.850000381469727,19.399999618530273,6008300,19.399999618530273
1560778200,18.100000381469727,18.8799991607666,17.770000457763672,18.760000228881836,5955700,18.760000228881836
1560519000,18.829999923706055,18.850000381469727,17.889999389648438,18.079999923706055,4668600,18.079999923706055
1560432600,18.0,18.780000686645508,17.950000762939453,18.65999984741211,5725100,18.65999984741211
1560346200,17.950000762939453,18.149999618530273,17.68000030517578,17.8700008392334,2886500,17.8700008392334
1560259800,18.18000030517578,18.389999389648438,17.639999389648438,17.969999313354492,3623100,17.969999313354492
1560173400,18.280000686645508,18.610000610351562,18.06999969482422,18.079999923706055,4042900,18.079999923706055
1559914200,17.670000076293945,18.459999084472656,17.600000381469727,18.190000534057617,5750700,18.190000534057617
1559827800,17.329999923706055,17.790000915527344,17.06999969482422,17.760000228881836,4605200,17.760000228881836
1559741400,18.0,18.100000381469727,17.010000228881836,17.350000381469727,6296600,17.350000381469727
1559655000,17.700000762939453,17.84000015258789,17.399999618530273,17.829999923706055,3934800,17.829999923706055
1559568600,17.600000381469727,17.850000381469727,17.100000381469727,17.549999237060547,4913800,17.549999237060547
1559309400,17.989999771118164,18.350000381469727,17.549999237060547,17.729999542236328,5711100,17.729999542236328
1559223000,18.81999969482422,18.979999542236328,18.059999465942383,18.270000457763672,6974700,18.270000457763672
1559136600,18.139999389648438,19.670000076293945,18.06999969482422,18.989999771118164,20831100,18.989999771118164
1559050200,17.700000762939453,17.8799991607666,16.899999618530273,17.010000228881836,4375400,17.010000228881836
